epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,14233.3,0.34876,0.25223,0.88158,0.99404,0.93761,0.97963,0.94457,0.24192,0.19991,0.79482,0.0004555,0.0004555,0.0004555
112,14365.3,0.34811,0.26014,0.87378,0.99024,0.93995,0.9786,0.94375,0.24061,0.19549,0.79609,0.00045055,0.00045055,0.00045055
113,14497.3,0.35497,0.2523,0.88171,0.99181,0.93579,0.97805,0.94485,0.23375,0.19204,0.79474,0.0004456,0.0004456,0.0004456
114,14628.7,0.35047,0.25844,0.88137,0.9856,0.94635,0.97778,0.9453,0.23648,0.19339,0.79548,0.00044065,0.00044065,0.00044065
115,14767.7,0.36591,0.26373,0.88494,0.9913,0.94322,0.97583,0.94753,0.22923,0.18478,0.79115,0.0004357,0.0004357,0.0004357
116,14915.4,0.3424,0.25419,0.87533,0.98763,0.94987,0.97829,0.94619,0.23324,0.18958,0.7897,0.00043075,0.00043075,0.00043075
117,15063.5,0.34157,0.24784,0.87787,0.98369,0.95694,0.97794,0.94787,0.23167,0.18986,0.78719,0.0004258,0.0004258,0.0004258
118,15209,0.34342,0.24876,0.8766,0.99734,0.94369,0.97785,0.94525,0.23748,0.19305,0.79026,0.00042085,0.00042085,0.00042085
119,15355.6,0.35002,0.26422,0.88695,0.98499,0.95909,0.97614,0.94715,0.222,0.19159,0.78586,0.0004159,0.0004159,0.0004159
120,15509.9,0.34887,0.25759,0.88063,0.98268,0.95619,0.97595,0.94661,0.22932,0.19411,0.78869,0.00041095,0.00041095,0.00041095
121,15658,0.36352,0.25964,0.89425,0.98845,0.95625,0.97861,0.94771,0.23537,0.18854,0.79201,0.000406,0.000406,0.000406
122,15815.1,0.35604,0.26641,0.88902,0.99822,0.94424,0.9783,0.95136,0.21846,0.18422,0.78758,0.00040105,0.00040105,0.00040105
123,15977.4,0.32931,0.24061,0.87236,0.99779,0.94309,0.97753,0.94865,0.22349,0.17927,0.78827,0.0003961,0.0003961,0.0003961
124,16134.8,0.3419,0.25074,0.8711,0.99693,0.9466,0.97668,0.94803,0.21889,0.18432,0.78677,0.00039115,0.00039115,0.00039115
125,16291.4,0.326,0.24003,0.86358,0.99662,0.95137,0.97887,0.94646,0.23114,0.18441,0.79104,0.0003862,0.0003862,0.0003862
126,16425.7,0.34085,0.25423,0.87347,0.99533,0.94078,0.97743,0.95118,0.21792,0.18432,0.78523,0.00038125,0.00038125,0.00038125
127,16561.3,0.34204,0.25275,0.87913,0.99608,0.93693,0.97793,0.94795,0.22888,0.18591,0.78988,0.0003763,0.0003763,0.0003763
128,16697.8,0.33447,0.25013,0.87165,0.98674,0.94467,0.97846,0.95059,0.22544,0.18017,0.7885,0.00037135,0.00037135,0.00037135
129,16844.4,0.345,0.25843,0.87971,0.97352,0.95558,0.97925,0.94802,0.22535,0.18443,0.79048,0.0003664,0.0003664,0.0003664
130,16989.7,0.33922,0.24878,0.87344,0.99203,0.94673,0.97754,0.94691,0.2273,0.17701,0.78954,0.00036145,0.00036145,0.00036145
131,17123.3,0.34548,0.25438,0.87699,0.99668,0.94937,0.97801,0.94736,0.22652,0.17243,0.79188,0.0003565,0.0003565,0.0003565
132,17251.4,0.34594,0.25423,0.87743,0.99757,0.95813,0.97895,0.95007,0.22214,0.18157,0.79496,0.00035155,0.00035155,0.00035155
133,17383.2,0.3404,0.24235,0.8808,0.99513,0.95538,0.97904,0.94732,0.22248,0.17418,0.79131,0.0003466,0.0003466,0.0003466
134,17514.8,0.33598,0.25058,0.87452,0.98358,0.95613,0.98066,0.95112,0.22196,0.17217,0.78819,0.00034165,0.00034165,0.00034165
135,17642.7,0.32993,0.24169,0.87092,0.98071,0.95885,0.98024,0.95004,0.22147,0.17135,0.7918,0.0003367,0.0003367,0.0003367
136,17768.9,0.32445,0.23721,0.86348,0.97897,0.95952,0.97563,0.94968,0.22312,0.18062,0.7929,0.00033175,0.00033175,0.00033175
137,17913.3,0.33181,0.23712,0.87152,0.98821,0.95197,0.97749,0.95106,0.21102,0.17176,0.78577,0.0003268,0.0003268,0.0003268
138,18060.8,0.33359,0.24372,0.87658,0.98525,0.96437,0.978,0.95153,0.22258,0.17782,0.78728,0.00032185,0.00032185,0.00032185
139,121.411,0.33731,0.24886,0.88026,0.97854,0.95651,0.97723,0.95296,0.21625,0.17955,0.7844,0.0003169,0.0003169,0.0003169
140,242.138,0.32967,0.23947,0.87936,0.98009,0.95784,0.98038,0.95202,0.22029,0.18442,0.78474,0.00031195,0.00031195,0.00031195
141,362.306,0.3267,0.24118,0.86933,0.98409,0.95747,0.97837,0.94896,0.21915,0.17442,0.7864,0.000307,0.000307,0.000307
